ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalThm,AverageTherms
94925,7,2014,Gas- Commercial,Y,0,0,
94925,7,2014,Gas- Residential,N,"3,516","72,868",21
94928,7,2014,Gas- Commercial,Y,0,0,
94928,7,2014,Gas- Residential,N,"12,204","199,167",16
94930,7,2014,Gas- Commercial,Y,0,0,
94930,7,2014,Gas- Residential,N,217,"3,868",18
94931,7,2014,Gas- Commercial,Y,257,"17,351",68
94931,7,2014,Gas- Residential,N,"2,971","46,483",16
94939,7,2014,Gas- Commercial,Y,451,"62,433",138
94939,7,2014,Gas- Residential,Y,"3,692","77,243",21
94941,7,2014,Gas- Commercial,N,452,"67,896",150
94941,7,2014,Gas- Residential,N,"10,655","255,050",24
94945,7,2014,Gas- Commercial,N,346,"39,851",115
94945,7,2014,Gas- Residential,N,"6,183","104,799",17
94947,7,2014,Gas- Commercial,N,156,"18,573",119
94947,7,2014,Gas- Residential,N,"8,167","166,119",20
94949,7,2014,Gas- Commercial,Y,723,"71,982",100
94949,7,2014,Gas- Residential,N,"5,723","96,728",17
94951,7,2014,Gas- Commercial,Y,0,0,
94951,7,2014,Gas- Residential,N,"1,113","22,088",20
94952,7,2014,Gas- Commercial,N,756,"133,784",177
94952,7,2014,Gas- Residential,N,"10,428","186,836",18
94954,7,2014,Gas- Commercial,Y,0,0,
94954,7,2014,Gas- Residential,N,"12,012","183,659",15
94957,7,2014,Gas- Residential,N,714,"24,932",35
94960,7,2014,Gas- Commercial,Y,249,"14,854",60
94960,7,2014,Gas- Residential,N,"5,114","98,775",19
94964,7,2014,Gas- Residential,Y,0,0,
94965,7,2014,Gas- Commercial,N,288,"30,901",107
94965,7,2014,Gas- Residential,N,"3,833","92,596",24
95002,7,2014,Gas- Commercial,Y,0,0,
95002,7,2014,Gas- Residential,N,397,"9,066",23
95003,7,2014,Gas- Commercial,N,296,"37,556",127
95003,7,2014,Gas- Residential,N,"8,556","162,523",19
95004,7,2014,Gas- Commercial,Y,0,0,
95004,7,2014,Gas- Residential,N,425,"9,880",23
95005,7,2014,Gas- Commercial,Y,0,0,
95005,7,2014,Gas- Residential,N,"1,492","32,404",22
95006,7,2014,Gas- Commercial,Y,120,"9,267",77
95006,7,2014,Gas- Residential,N,593,"10,874",18
95007,7,2014,Gas- Residential,N,227,"4,759",21
95008,7,2014,Gas- Commercial,Y,"1,091","141,558",130
95008,7,2014,Gas- Residential,N,"14,650","241,365",16
95010,7,2014,Gas- Commercial,Y,685,"85,505",125
95010,7,2014,Gas- Residential,N,"3,702","69,443",19
95012,7,2014,Gas- Commercial,Y,0,0,
95012,7,2014,Gas- Residential,N,"1,997","59,761",30
95013,7,2014,Gas- Commercial,Y,0,0,
95013,7,2014,Gas- Residential,Y,0,0,
95014,7,2014,Gas- Commercial,Y,"2,210","498,870",226
95014,7,2014,Gas- Residential,Y,"16,949","302,645",18
95017,7,2014,Gas- Commercial,Y,0,0,
95017,7,2014,Gas- Residential,Y,0,0,
95018,7,2014,Gas- Commercial,Y,94,"11,207",119
95018,7,2014,Gas- Residential,N,"1,218","22,458",18
95019,7,2014,Gas- Commercial,Y,0,0,
95019,7,2014,Gas- Residential,N,"1,098","30,861",28
95020,7,2014,Gas- Commercial,Y,"1,004","191,529",191
95020,7,2014,Gas- Residential,N,"14,418","285,211",20
95023,7,2014,Gas- Commercial,N,556,"89,896",162
95023,7,2014,Gas- Residential,N,"12,814","246,484",19
95030,7,2014,Gas- Commercial,N,402,"57,034",142
95030,7,2014,Gas- Residential,N,"4,582","114,535",25
95032,7,2014,Gas- Commercial,N,372,"66,640",179
95032,7,2014,Gas- Residential,N,"8,911","159,559",18
95035,7,2014,Gas- Commercial,N,935,"388,614",416
95035,7,2014,Gas- Residential,N,"17,846","318,578",18
95037,7,2014,Gas- Commercial,Y,853,"145,630",171
95037,7,2014,Gas- Residential,N,"12,568","232,896",19
95039,7,2014,Gas- Commercial,Y,0,0,
95039,7,2014,Gas- Residential,N,129,"5,128",40
95041,7,2014,Gas- Residential,N,305,"6,820",22
95043,7,2014,Gas- Commercial,Y,0,0,
95043,7,2014,Gas- Residential,Y,0,0,
95045,7,2014,Gas- Commercial,Y,0,0,
95045,7,2014,Gas- Residential,N,818,"15,212",19
95046,7,2014,Gas- Commercial,Y,0,0,
95046,7,2014,Gas- Residential,N,"1,220","31,672",26
95050,7,2014,Gas- Commercial,N,760,"142,079",187
95050,7,2014,Gas- Residential,N,"10,668","195,955",18
95051,7,2014,Gas- Commercial,N,587,"165,744",282
95051,7,2014,Gas- Residential,N,"14,119","288,206",20
95054,7,2014,Gas- Commercial,Y,"1,131","606,555",536
95054,7,2014,Gas- Residential,N,"6,236","127,996",21
95060,7,2014,Gas- Commercial,Y,904,"161,003",178
95060,7,2014,Gas- Residential,Y,"11,629","243,676",21
95062,7,2014,Gas- Commercial,N,594,"74,050",125
95062,7,2014,Gas- Residential,N,"11,468","235,373",21
95064,7,2014,Gas- Commercial,Y,0,0,
95064,7,2014,Gas- Residential,N,335,"3,733",11
95065,7,2014,Gas- Commercial,Y,0,0,
95065,7,2014,Gas- Residential,N,"1,867","34,286",18
95066,7,2014,Gas- Commercial,N,280,"34,425",123
95066,7,2014,Gas- Residential,N,"3,692","64,233",17
95070,7,2014,Gas- Commercial,Y,0,0,
95070,7,2014,Gas- Residential,N,"10,279","219,818",21
95073,7,2014,Gas- Commercial,Y,0,0,
95073,7,2014,Gas- Residential,N,"2,165","44,175",20
95075,7,2014,Gas- Residential,N,153,"2,555",17
95076,7,2014,Gas- Commercial,Y,"1,381","245,865",178
95076,7,2014,Gas- Residential,N,"16,505","400,936",24
95110,7,2014,Gas- Commercial,N,346,"124,255",359
95110,7,2014,Gas- Residential,N,"4,066","84,303",21
95111,7,2014,Gas- Commercial,Y,464,"95,460",206
95111,7,2014,Gas- Residential,N,"10,962","232,837",21
95112,7,2014,Gas- Commercial,N,"1,292","203,046",157
95112,7,2014,Gas- Residential,N,"12,385","268,645",22
95113,7,2014,Gas- Commercial,Y,168,"98,433",586
95113,7,2014,Gas- Residential,N,101,"6,107",60
95116,7,2014,Gas- Commercial,N,408,"58,816",144
95116,7,2014,Gas- Residential,N,"10,792","211,702",20
95117,7,2014,Gas- Commercial,Y,0,0,
95117,7,2014,Gas- Residential,N,"8,687","170,806",20
95118,7,2014,Gas- Commercial,N,219,"46,982",215
95118,7,2014,Gas- Residential,N,"10,011","148,484",15
95119,7,2014,Gas- Commercial,Y,0,0,
95119,7,2014,Gas- Residential,N,"2,862","43,742",15
95120,7,2014,Gas- Commercial,N,127,"17,504",138
95120,7,2014,Gas- Residential,N,"11,824","190,348",16
95121,7,2014,Gas- Commercial,Y,235,"76,971",328
95121,7,2014,Gas- Residential,N,"8,626","154,262",18
95122,7,2014,Gas- Commercial,N,376,"121,947",324
95122,7,2014,Gas- Residential,N,"10,092","247,625",25
95123,7,2014,Gas- Commercial,Y,632,"138,992",220
95123,7,2014,Gas- Residential,N,"18,186","300,219",17
95124,7,2014,Gas- Commercial,N,459,"56,715",124
95124,7,2014,Gas- Residential,N,"15,954","232,774",15
95125,7,2014,Gas- Commercial,N,723,"79,441",110
95125,7,2014,Gas- Residential,N,"17,255","314,017",18
95126,7,2014,Gas- Commercial,N,552,"88,168",160
95126,7,2014,Gas- Residential,N,"9,100","193,504",21
95127,7,2014,Gas- Commercial,N,249,"51,277",206
95127,7,2014,Gas- Residential,N,"14,022","261,921",19
95128,7,2014,Gas- Commercial,Y,692,"142,479",206
95128,7,2014,Gas- Residential,N,"10,593","198,162",19
95129,7,2014,Gas- Commercial,Y,0,0,
95129,7,2014,Gas- Residential,N,"10,957","185,535",17
95130,7,2014,Gas- Commercial,Y,0,0,
95130,7,2014,Gas- Residential,N,"4,456","70,052",16
95131,7,2014,Gas- Commercial,N,884,"107,432",122
95131,7,2014,Gas- Residential,N,"7,824","117,140",15
95132,7,2014,Gas- Commercial,N,157,"29,195",186
95132,7,2014,Gas- Residential,N,"11,198","159,250",14
95133,7,2014,Gas- Commercial,N,220,"33,824",154
95133,7,2014,Gas- Residential,N,"6,345","108,793",17
95134,7,2014,Gas- Commercial,Y,0,0,
95134,7,2014,Gas- Residential,N,"4,310","128,583",30
95135,7,2014,Gas- Commercial,Y,0,0,
95135,7,2014,Gas- Residential,N,"6,758","90,234",13
95136,7,2014,Gas- Commercial,Y,0,0,
95136,7,2014,Gas- Residential,N,"10,600","208,919",20
95138,7,2014,Gas- Commercial,Y,154,"67,477",438
95138,7,2014,Gas- Residential,N,"5,459","103,226",19
95139,7,2014,Gas- Commercial,Y,0,0,
95139,7,2014,Gas- Residential,Y,"2,088","42,858",21
95140,7,2014,Gas- Residential,Y,0,0,
95148,7,2014,Gas- Commercial,Y,0,0,
95148,7,2014,Gas- Residential,Y,"11,151","170,962",15
95192,7,2014,Gas- Commercial,Y,0,0,
95202,7,2014,Gas- Commercial,Y,0,0,
95202,7,2014,Gas- Residential,N,"1,917","28,091",15
95203,7,2014,Gas- Commercial,Y,0,0,
95203,7,2014,Gas- Residential,N,"5,175","73,490",14
95204,7,2014,Gas- Commercial,Y,0,0,
95204,7,2014,Gas- Residential,N,"10,889","155,517",14
95205,7,2014,Gas- Commercial,Y,"1,987","234,249",118
95205,7,2014,Gas- Residential,N,"9,871","165,549",17
95206,7,2014,Gas- Commercial,N,459,"108,824",237
95206,7,2014,Gas- Residential,N,"16,432","264,097",16
95207,7,2014,Gas- Commercial,Y,"1,298","192,530",148
95207,7,2014,Gas- Residential,N,"16,527","252,908",15
95209,7,2014,Gas- Commercial,N,176,"22,524",128
95209,7,2014,Gas- Residential,N,"12,503","171,883",14
95210,7,2014,Gas- Commercial,Y,0,0,
95210,7,2014,Gas- Residential,N,"11,231","171,724",15
95211,7,2014,Gas- Commercial,Y,0,0,
95212,7,2014,Gas- Commercial,Y,0,0,
95212,7,2014,Gas- Residential,N,"6,618","123,532",19
95215,7,2014,Gas- Commercial,Y,0,0,
95215,7,2014,Gas- Residential,N,"5,095","85,015",17
95219,7,2014,Gas- Commercial,N,275,"38,479",140
95219,7,2014,Gas- Residential,N,"10,732","147,484",14
95220,7,2014,Gas- Commercial,Y,0,0,
95220,7,2014,Gas- Residential,N,971,"17,550",18
95227,7,2014,Gas- Residential,N,105,"1,873",18
95231,7,2014,Gas- Commercial,Y,0,0,
95231,7,2014,Gas- Residential,N,679,"11,489",17
95236,7,2014,Gas- Commercial,Y,0,0,
95236,7,2014,Gas- Residential,N,619,"9,426",15
95237,7,2014,Gas- Commercial,Y,0,0,
95237,7,2014,Gas- Residential,N,"1,001","16,017",16
95240,7,2014,Gas- Commercial,Y,"1,400","183,760",131
95240,7,2014,Gas- Residential,N,"12,942","217,284",17
95242,7,2014,Gas- Commercial,Y,355,"51,052",144
95242,7,2014,Gas- Residential,N,"9,203","146,953",16
95249,7,2014,Gas- Commercial,Y,0,0,
95249,7,2014,Gas- Residential,N,712,"9,175",13
95252,7,2014,Gas- Commercial,Y,0,0,
95252,7,2014,Gas- Residential,N,256,"3,012",12
95258,7,2014,Gas- Commercial,Y,0,0,
95258,7,2014,Gas- Residential,N,"1,343","23,024",17
95301,7,2014,Gas- Commercial,N,354,"28,058",79
95301,7,2014,Gas- Residential,N,"10,279","140,869",14
95303,7,2014,Gas- Residential,Y,0,0,
95304,7,2014,Gas- Commercial,Y,0,0,
95304,7,2014,Gas- Residential,N,"2,553","41,590",16
95307,7,2014,Gas- Commercial,Y,878,"117,240",134
95307,7,2014,Gas- Residential,N,"11,599","157,483",14
95310,7,2014,Gas- Commercial,Y,0,0,
95313,7,2014,Gas- Commercial,Y,0,0,
95313,7,2014,Gas- Residential,N,112,"1,690",15
95315,7,2014,Gas- Commercial,Y,0,0,
95315,7,2014,Gas- Residential,N,"2,568","34,479",13
95316,7,2014,Gas- Commercial,Y,0,0,
95316,7,2014,Gas- Residential,Y,"1,577","20,469",13
95319,7,2014,Gas- Residential,N,"1,013","15,028",15
95320,7,2014,Gas- Commercial,Y,0,0,
95320,7,2014,Gas- Residential,N,"2,767","37,616",14
95322,7,2014,Gas- Commercial,N,117,"20,602",176
95322,7,2014,Gas- Residential,N,"2,261","29,002",13
95323,7,2014,Gas- Commercial,Y,0,0,
95323,7,2014,Gas- Residential,N,174,"2,149",12
95324,7,2014,Gas- Commercial,Y,0,0,
95324,7,2014,Gas- Residential,N,"1,696","19,980",12
95326,7,2014,Gas- Commercial,Y,0,0,
95326,7,2014,Gas- Residential,N,"2,240","30,865",14
95328,7,2014,Gas- Commercial,Y,0,0,
95328,7,2014,Gas- Residential,N,"1,101","14,307",13
95330,7,2014,Gas- Commercial,Y,0,0,
95330,7,2014,Gas- Residential,N,"5,304","79,142",15
95333,7,2014,Gas- Commercial,Y,0,0,
95333,7,2014,Gas- Residential,Y,0,0,
95334,7,2014,Gas- Commercial,Y,167,"19,269",115
95334,7,2014,Gas- Residential,N,"3,423","53,393",16
95336,7,2014,Gas- Commercial,Y,674,"77,680",115
95336,7,2014,Gas- Residential,N,"14,469","193,912",13
95337,7,2014,Gas- Commercial,Y,646,"128,078",198
95337,7,2014,Gas- Residential,N,"10,111","146,945",15
95340,7,2014,Gas- Commercial,Y,885,"89,727",101
95340,7,2014,Gas- Residential,N,"11,281","151,899",13
95341,7,2014,Gas- Commercial,Y,0,0,
95341,7,2014,Gas- Residential,N,"6,918","103,217",15
95348,7,2014,Gas- Commercial,Y,457,"39,174",86
95348,7,2014,Gas- Residential,N,"9,806","130,740",13
95350,7,2014,Gas- Commercial,N,854,"125,016",146
95350,7,2014,Gas- Residential,N,"17,978","235,838",13
95351,7,2014,Gas- Commercial,Y,0,0,
95351,7,2014,Gas- Residential,N,"10,777","169,028",16
95354,7,2014,Gas- Commercial,Y,"1,269","246,501",194
95354,7,2014,Gas- Residential,N,"8,300","111,377",13
95355,7,2014,Gas- Commercial,N,483,"71,423",148
95355,7,2014,Gas- Residential,N,"19,729","284,992",14
95356,7,2014,Gas- Commercial,Y,940,"136,592",145
95356,7,2014,Gas- Residential,N,"10,241","153,633",15
95357,7,2014,Gas- Commercial,Y,0,0,
95357,7,2014,Gas- Residential,N,"2,427","32,281",13
95358,7,2014,Gas- Commercial,Y,0,0,
95358,7,2014,Gas- Residential,Y,"6,678","99,315",15
95360,7,2014,Gas- Commercial,Y,0,0,
95360,7,2014,Gas- Residential,N,"3,280","41,367",13
95361,7,2014,Gas- Commercial,N,479,"34,963",73
95361,7,2014,Gas- Residential,N,"8,278","117,774",14
95363,7,2014,Gas- Commercial,Y,0,0,
95363,7,2014,Gas- Residential,N,"6,335","85,684",14
95365,7,2014,Gas- Commercial,Y,0,0,
95365,7,2014,Gas- Residential,Y,"1,184","20,632",17
95366,7,2014,Gas- Commercial,Y,0,0,
95366,7,2014,Gas- Residential,N,"5,119","72,462",14
95367,7,2014,Gas- Commercial,Y,0,0,
95367,7,2014,Gas- Residential,N,"7,276","110,224",15
95368,7,2014,Gas- Commercial,Y,0,0,
95368,7,2014,Gas- Residential,N,"4,029","52,691",13
95376,7,2014,Gas- Commercial,Y,854,"126,102",148
95376,7,2014,Gas- Residential,N,"15,611","212,902",14
95377,7,2014,Gas- Commercial,Y,0,0,
95377,7,2014,Gas- Residential,N,"8,352","134,365",16
95380,7,2014,Gas- Commercial,Y,915,"162,342",177
95380,7,2014,Gas- Residential,N,"11,693","150,921",13
95382,7,2014,Gas- Commercial,Y,0,0,
95382,7,2014,Gas- Residential,N,"11,449","161,903",14
95385,7,2014,Gas- Commercial,Y,0,0,
95385,7,2014,Gas- Residential,Y,0,0,
95386,7,2014,Gas- Commercial,Y,80,"5,469",68
95386,7,2014,Gas- Residential,N,"2,414","29,554",12
95387,7,2014,Gas- Residential,N,251,"3,778",15
95388,7,2014,Gas- Commercial,Y,0,0,
95388,7,2014,Gas- Residential,N,"2,913","48,336",17
95391,7,2014,Gas- Commercial,Y,0,0,
95391,7,2014,Gas- Residential,N,"3,922","61,130",16
95401,7,2014,Gas- Commercial,Y,0,0,
95401,7,2014,Gas- Residential,N,"11,059","165,957",15
95403,7,2014,Gas- Commercial,Y,"1,669","271,196",162
95403,7,2014,Gas- Residential,N,"13,648","209,461",15
95404,7,2014,Gas- Commercial,Y,"1,042","92,888",89
95404,7,2014,Gas- Residential,N,"12,823","218,651",17
95405,7,2014,Gas- Commercial,Y,0,0,
95405,7,2014,Gas- Residential,N,"8,366","125,159",15
95407,7,2014,Gas- Commercial,Y,"1,284","132,879",103
95407,7,2014,Gas- Residential,N,"10,021","181,977",18
95409,7,2014,Gas- Commercial,Y,0,0,
95409,7,2014,Gas- Residential,N,"10,672","161,024",15
95425,7,2014,Gas- Commercial,Y,0,0,
95425,7,2014,Gas- Residential,N,"3,165","40,084",13
95436,7,2014,Gas- Commercial,Y,0,0,
95436,7,2014,Gas- Residential,N,983,"15,949",16
95439,7,2014,Gas- Commercial,Y,0,0,
95439,7,2014,Gas- Residential,N,182,"3,318",18
95441,7,2014,Gas- Commercial,Y,0,0,
95441,7,2014,Gas- Residential,N,272,"4,810",18
95442,7,2014,Gas- Commercial,Y,65,"10,659",164
95442,7,2014,Gas- Residential,N,908,"15,733",17
95444,7,2014,Gas- Commercial,Y,0,0,
95444,7,2014,Gas- Residential,N,234,"4,334",19
95448,7,2014,Gas- Commercial,Y,660,"83,877",127
95448,7,2014,Gas- Residential,N,"5,025","77,678",15
95449,7,2014,Gas- Commercial,Y,0,0,
95449,7,2014,Gas- Residential,N,208,"2,815",14
95452,7,2014,Gas- Commercial,Y,0,0,
95452,7,2014,Gas- Residential,N,362,"6,301",17
95470,7,2014,Gas- Commercial,Y,0,0,
95470,7,2014,Gas- Residential,N,811,"10,478",13
95472,7,2014,Gas- Commercial,Y,0,0,
95472,7,2014,Gas- Residential,N,"2,861","56,862",20
95476,7,2014,Gas- Commercial,Y,"1,114","167,339",150
95476,7,2014,Gas- Residential,N,"11,907","201,077",17
95482,7,2014,Gas- Commercial,Y,846,"62,229",74
95482,7,2014,Gas- Residential,N,"8,288","107,300",13
95490,7,2014,Gas- Commercial,N,243,"11,573",48
95490,7,2014,Gas- Residential,N,"2,222","26,013",12
95492,7,2014,Gas- Commercial,Y,0,0,
95492,7,2014,Gas- Residential,N,"8,187","129,122",16
95501,7,2014,Gas- Commercial,N,894,"107,106",120
95501,7,2014,Gas- Residential,N,"9,126","185,638",20
95503,7,2014,Gas- Commercial,N,258,"26,332",102
95503,7,2014,Gas- Residential,N,"8,351","180,575",22
95519,7,2014,Gas- Commercial,Y,0,0,
95519,7,2014,Gas- Residential,N,"5,672","109,117",19
95521,7,2014,Gas- Commercial,Y,795,"82,400",104
95521,7,2014,Gas- Residential,Y,"6,421","121,080",19
95524,7,2014,Gas- Commercial,Y,0,0,
95524,7,2014,Gas- Residential,N,486,"11,106",23
95525,7,2014,Gas- Commercial,Y,0,0,
95525,7,2014,Gas- Residential,N,565,"9,672",17
95526,7,2014,Gas- Commercial,Y,0,0,
95526,7,2014,Gas- Residential,Y,0,0,
95528,7,2014,Gas- Commercial,Y,0,0,
95528,7,2014,Gas- Residential,Y,262,"4,993",19
95537,7,2014,Gas- Residential,N,144,"2,686",19
95540,7,2014,Gas- Commercial,Y,418,"28,407",68
95540,7,2014,Gas- Residential,N,"4,639","90,338",19
95547,7,2014,Gas- Commercial,Y,0,0,
95547,7,2014,Gas- Residential,N,271,"5,399",20
95549,7,2014,Gas- Residential,Y,0,0,
95551,7,2014,Gas- Commercial,Y,0,0,
95551,7,2014,Gas- Residential,N,332,"7,510",23
95552,7,2014,Gas- Commercial,Y,0,0,
95552,7,2014,Gas- Residential,Y,0,0,
95562,7,2014,Gas- Commercial,Y,0,0,
95562,7,2014,Gas- Residential,N,"1,144","17,559",15
95564,7,2014,Gas- Commercial,Y,0,0,
95564,7,2014,Gas- Residential,Y,0,0,
95565,7,2014,Gas- Commercial,Y,0,0,
95565,7,2014,Gas- Residential,N,252,"4,140",16
95602,7,2014,Gas- Commercial,Y,0,0,
95602,7,2014,Gas- Residential,N,"1,592","27,104",17
95603,7,2014,Gas- Commercial,Y,"1,086","101,618",94
95603,7,2014,Gas- Residential,N,"8,477","121,897",14
95605,7,2014,Gas- Commercial,Y,418,"85,924",206
95605,7,2014,Gas- Residential,N,"4,507","70,899",16
95606,7,2014,Gas- Commercial,Y,0,0,
95606,7,2014,Gas- Residential,Y,0,0,
95607,7,2014,Gas- Residential,Y,0,0,
95608,7,2014,Gas- Commercial,N,499,"75,504",151
95608,7,2014,Gas- Residential,N,"20,247","320,392",16
95610,7,2014,Gas- Commercial,N,409,"72,489",177
95610,7,2014,Gas- Residential,N,"13,562","186,019",14
95612,7,2014,Gas- Commercial,Y,0,0,
95612,7,2014,Gas- Residential,N,147,"2,283",16
95616,7,2014,Gas- Commercial,Y,"2,007","290,520",145
95616,7,2014,Gas- Residential,N,"14,867","200,951",14
95618,7,2014,Gas- Commercial,Y,0,0,
95618,7,2014,Gas- Residential,N,"8,886","101,335",11
95620,7,2014,Gas- Commercial,Y,0,0,
95620,7,2014,Gas- Residential,N,"5,781","78,275",14
95621,7,2014,Gas- Commercial,N,173,"26,872",155
95621,7,2014,Gas- Residential,N,"12,400","153,006",12
95624,7,2014,Gas- Commercial,Y,472,"74,979",159
95624,7,2014,Gas- Residential,N,"16,341","241,613",15
95626,7,2014,Gas- Commercial,Y,0,0,
95626,7,2014,Gas- Residential,N,836,"10,452",13
95627,7,2014,Gas- Commercial,Y,0,0,
95627,7,2014,Gas- Residential,Y,833,"11,189",13
95628,7,2014,Gas- Commercial,N,333,"42,243",127
95628,7,2014,Gas- Residential,N,"14,363","198,164",14
95630,7,2014,Gas- Commercial,N,940,"166,988",178
95630,7,2014,Gas- Residential,N,"24,958","335,591",13
95632,7,2014,Gas- Commercial,Y,0,0,
95632,7,2014,Gas- Residential,N,"6,879","94,315",14
95634,7,2014,Gas- Residential,Y,0,0,
95635,7,2014,Gas- Commercial,Y,0,0,
95635,7,2014,Gas- Residential,Y,0,0,
95637,7,2014,Gas- Commercial,Y,0,0,
95640,7,2014,Gas- Commercial,Y,0,0,
95640,7,2014,Gas- Residential,N,"1,641","20,179",12
95641,7,2014,Gas- Commercial,Y,0,0,
95641,7,2014,Gas- Residential,Y,365,"4,778",13
95642,7,2014,Gas- Commercial,Y,715,"62,754",88
95642,7,2014,Gas- Residential,N,"1,974","27,434",14
95648,7,2014,Gas- Commercial,Y,371,"46,411",125
95648,7,2014,Gas- Residential,N,"17,694","211,074",12
95650,7,2014,Gas- Commercial,Y,254,"11,641",46
95650,7,2014,Gas- Residential,N,"2,275","36,101",16
95652,7,2014,Gas- Commercial,Y,0,0,
95652,7,2014,Gas- Residential,N,230,"3,007",13
95658,7,2014,Gas- Commercial,Y,0,0,
95658,7,2014,Gas- Residential,N,227,"3,161",14
95660,7,2014,Gas- Commercial,Y,0,0,
95660,7,2014,Gas- Residential,N,"8,812","138,436",16
95661,7,2014,Gas- Commercial,N,607,"118,357",195
95661,7,2014,Gas- Residential,N,"10,469","150,843",14
95662,7,2014,Gas- Commercial,N,186,"23,186",125
95662,7,2014,Gas- Residential,N,"9,657","129,678",13
95663,7,2014,Gas- Commercial,Y,0,0,
95663,7,2014,Gas- Residential,N,269,"3,371",13
95667,7,2014,Gas- Commercial,Y,0,0,
95670,7,2014,Gas- Commercial,Y,690,"135,611",197
95670,7,2014,Gas- Residential,N,"18,089","253,878",14
95673,7,2014,Gas- Commercial,Y,0,0,
95673,7,2014,Gas- Residential,N,"4,188","55,218",13
95677,7,2014,Gas- Commercial,Y,896,"78,814",88
95677,7,2014,Gas- Residential,N,"8,732","118,021",14
95678,7,2014,Gas- Commercial,N,899,"150,574",167
95678,7,2014,Gas- Residential,N,"15,427","188,339",12
95681,7,2014,Gas- Commercial,Y,0,0,
95681,7,2014,Gas- Residential,N,194,"2,693",14
95685,7,2014,Gas- Commercial,Y,0,0,
95685,7,2014,Gas- Residential,N,"1,067","11,406",11
95686,7,2014,Gas- Residential,N,292,"4,702",16
95687,7,2014,Gas- Commercial,Y,0,0,
95687,7,2014,Gas- Residential,N,"20,967","281,414",13
95688,7,2014,Gas- Commercial,Y,"1,021","169,236",166
95688,7,2014,Gas- Residential,N,"10,558","140,924",13
95690,7,2014,Gas- Residential,Y,0,0,
95691,7,2014,Gas- Commercial,N,682,"74,910",110
95691,7,2014,Gas- Residential,N,"11,368","175,714",15
95692,7,2014,Gas- Commercial,Y,0,0,
95692,7,2014,Gas- Residential,N,"1,307","19,707",15
95694,7,2014,Gas- Commercial,Y,0,0,
95694,7,2014,Gas- Residential,N,"2,267","28,216",12
95695,7,2014,Gas- Commercial,Y,0,0,
95695,7,2014,Gas- Residential,N,"11,745","164,217",14
95697,7,2014,Gas- Residential,N,141,"2,068",15
95698,7,2014,Gas- Commercial,Y,0,0,
95698,7,2014,Gas- Residential,Y,0,0,
95722,7,2014,Gas- Commercial,Y,0,0,
95722,7,2014,Gas- Residential,Y,172,"6,320",37
95742,7,2014,Gas- Commercial,Y,0,0,
95742,7,2014,Gas- Residential,N,"3,593","47,169",13
95746,7,2014,Gas- Commercial,N,185,"12,707",69
95746,7,2014,Gas- Residential,N,"6,934","132,685",19
95747,7,2014,Gas- Commercial,Y,314,"60,255",192
95747,7,2014,Gas- Residential,N,"20,783","268,512",13
95757,7,2014,Gas- Commercial,N,57,"13,054",229
95757,7,2014,Gas- Residential,N,"12,360","185,680",15
95758,7,2014,Gas- Commercial,Y,524,"114,550",219
95758,7,2014,Gas- Residential,N,"20,755","297,374",14
95762,7,2014,Gas- Commercial,Y,457,"33,432",73
95762,7,2014,Gas- Residential,N,"12,020","195,407",16
95765,7,2014,Gas- Commercial,Y,0,0,
95765,7,2014,Gas- Residential,N,"12,232","164,664",13
95776,7,2014,Gas- Commercial,Y,0,0,
95776,7,2014,Gas- Residential,N,"6,766","91,399",14
95811,7,2014,Gas- Commercial,N,203,"41,111",203
95811,7,2014,Gas- Residential,N,"2,563","25,235",10
95814,7,2014,Gas- Commercial,N,648,"174,620",269
95814,7,2014,Gas- Residential,N,"2,099","48,244",23
95815,7,2014,Gas- Commercial,N,470,"105,862",225
95815,7,2014,Gas- Residential,N,"7,183","117,683",16
95816,7,2014,Gas- Commercial,Y,714,"110,221",154
95816,7,2014,Gas- Residential,N,"7,878","98,391",12
95817,7,2014,Gas- Commercial,N,141,"21,319",151
95817,7,2014,Gas- Residential,N,"5,247","65,081",12
95818,7,2014,Gas- Commercial,N,322,"55,968",174
95818,7,2014,Gas- Residential,N,"9,128","117,047",13
95819,7,2014,Gas- Commercial,Y,0,0,
95819,7,2014,Gas- Residential,N,"7,401","88,136",12
95820,7,2014,Gas- Commercial,Y,0,0,
95820,7,2014,Gas- Residential,N,"11,821","161,706",14
95821,7,2014,Gas- Commercial,Y,0,0,
95821,7,2014,Gas- Residential,N,"12,150","197,750",16
95822,7,2014,Gas- Commercial,N,350,"58,688",168
95822,7,2014,Gas- Residential,N,"14,293","215,845",15
95823,7,2014,Gas- Commercial,Y,"1,438","341,084",237
95823,7,2014,Gas- Residential,N,"17,498","299,397",17
95824,7,2014,Gas- Commercial,Y,0,0,
95824,7,2014,Gas- Residential,N,"7,436","127,720",17
95825,7,2014,Gas- Commercial,Y,"1,113","183,992",165
95825,7,2014,Gas- Residential,N,"7,742","190,296",25
95826,7,2014,Gas- Commercial,N,376,"73,031",194
95826,7,2014,Gas- Residential,N,"11,770","159,780",14
95827,7,2014,Gas- Commercial,N,292,"33,558",115
95827,7,2014,Gas- Residential,N,"4,145","68,246",16
95828,7,2014,Gas- Commercial,Y,0,0,
95828,7,2014,Gas- Residential,N,"13,850","217,018",16
95829,7,2014,Gas- Commercial,Y,0,0,
